Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Starla Marie,Siberian Husky,"(42.36548895, -71.0952971)",-71.0952971,-71.0952971,The Port
Anna,Chinook,"(42.39060015, -71.14463703)",-71.14463703,-71.14463703,Cambridge Highlands
Baltas,West Highland White Terrier,"(42.35838128, -71.10722308)",-71.10722308,-71.10722308,Cambridgeport
Ace,Chihuahua,"(42.35636082, -71.1075807)",-71.1075807,-71.1075807,Cambridgeport
Tillie,Cockerpoo,"(42.38462487, -71.12124428)",-71.12124428,-71.12124428,Neighborhood Nine
Belmont,Beagle,"(42.37832544, -71.14323073)",-71.14323073,-71.14323073,West Cambridge
Lou Lou,Cockerpoo,"(42.38751941, -71.12909379)",-71.12909379,-71.12909379,Neighborhood Nine
Willy,Labraddoodle,"(42.3888139, -71.13338478)",-71.13338478,-71.13338478,Neighborhood Nine
Skeeter,Chihuahua Mix,"(42.39273007, -71.14235088)",-71.14235088,-71.14235088,North Cambridge
Zeus,German Shepherd,"(42.36129575, -71.106162)",-71.106162,-71.106162,Cambridgeport
Manon,Mixed Breed,"(42.37647814, -71.12133469)",-71.12133469,-71.12133469,Neighborhood Nine
Happy,Jack Russel Terrier,"(42.36369466, -71.10968976)",-71.10968976,-71.10968976,Riverside
Bruce,Bull Terrier,"(42.36287725, -71.10489038)",-71.10489038,-71.10489038,Cambridgeport
Roscoe,German Shepherd,"(42.39193144, -71.12291412)",-71.12291412,-71.12291412,North Cambridge
Maeby,Border Collie,"(42.37167671, -71.09949219)",-71.09949219,-71.09949219,Wellington-Harrington
Yoshi,Siberian Husky,"(42.39513273, -71.15352203)",-71.15352203,-71.15352203,Cambridge Highlands
Zoey,Golden Retriever,"(42.37809129, -71.14125106)",-71.14125106,-71.14125106,West Cambridge
Barnaby,Standard Poodle,"(42.39575673, -71.13594624)",-71.13594624,-71.13594624,North Cambridge
Minot,Greyhound,"(42.36330742, -71.10159927)",-71.10159927,-71.10159927,Cambridgeport
Hudson,Golden Retriever,"(42.35705982, -71.11292968)",-71.11292968,-71.11292968,Cambridgeport
Kody,Jack Russell Terrier,"(42.36728757, -71.09091813)",-71.09091813,-71.09091813,Wellington-Harrington
Mosby,Mini Golden Doodle,"(42.36894459, -71.11071904)",-71.11071904,-71.11071904,Riverside
Finbar,German Shorthair Pointer,"(42.36917877, -71.09899986)",-71.09899986,-71.09899986,The Port
Niko,Maltese Mix,"(42.38102357, -71.12883635)",-71.12883635,-71.12883635,West Cambridge
Mango,Golden Retriever,"(42.39212827, -71.13931671)",-71.13931671,-71.13931671,Neighborhood Nine
Bodie,Vizsla,"(42.36766984, -71.11107954)",-71.11107954,-71.11107954,Riverside
Chauncey,Beagle,"(42.36888405, -71.104008)",-71.104008,-71.104008,Mid-Cambridge
Brady,Maltese Mix,"(42.38595995, -71.12537428)",-71.12537428,-71.12537428,Neighborhood Nine
Sammy Ballester,Labrador Retriever,"(42.36184081, -71.11695883)",-71.11695883,-71.11695883,Cambridgeport
Archie,Golden Retriever,"(42.39547961, -71.1537728)",-71.1537728,-71.1537728,Cambridge Highlands
Eve,Pit Bull,"(42.38917414, -71.13151729)",-71.13151729,-71.13151729,Neighborhood Nine
Ana Luzia,Golden Retriever,"(42.38649353, -71.11924884)",-71.11924884,-71.11924884,Neighborhood Nine
Tammi,Shih Tzu,"(42.37159516, -71.09091245)",-71.09091245,-71.09091245,Wellington-Harrington
Oliver,Springer Spaniel,"(42.38468381, -71.1354881)",-71.1354881,-71.1354881,Neighborhood Nine
Carlo,Miniature Poodle,"(42.36967824, -71.09833195)",-71.09833195,-71.09833195,The Port
Bob,Italian Greyhould,"(42.36772925, -71.10514193)",-71.10514193,-71.10514193,Mid-Cambridge
Olive,Welsh Terrier,"(42.3786671, -71.13926244)",-71.13926244,-71.13926244,West Cambridge
Emma,Labrador Retriever,"(42.37528024, -71.10959295)",-71.10959295,-71.10959295,Mid-Cambridge
Cooper,Golden Retriever,"(42.36539272, -71.1026439)",-71.1026439,-71.1026439,Cambridgeport
Bugs,American Bull Dog,"(42.35806938, -71.10736134)",-71.10736134,-71.10736134,Cambridgeport
Ziggy,Golden Doodle,"(42.38051106, -71.11957626)",-71.11957626,-71.11957626,Neighborhood Nine
Bo,Terrier,"(42.38180623, -71.11048668)",-71.11048668,-71.11048668,Agassiz
Abby,Maltipoo,"(42.37169471, -71.09785674)",-71.09785674,-71.09785674,The Port
Goma,Shiba Inu,"(42.36770696, -71.07383762)",-71.07383762,-71.07383762,East Cambridge
Izzie,Labrador Retriever,"(42.38237552, -71.13120849)",-71.13120849,-71.13120849,Neighborhood Nine
Mickey,Golden Retriever,"(42.37318537, -71.13767098)",-71.13767098,-71.13767098,West Cambridge
Maxima,Tibetan Terrier,"(42.39891942, -71.13432515)",-71.13432515,-71.13432515,North Cambridge
Lou Lou,Petit Basset Griffon Vendeen,"(42.37617882, -71.13810444)",-71.13810444,-71.13810444,West Cambridge
Buttercup,Beagle/Dachshund Mix,"(42.37680555, -71.12641757)",-71.12641757,-71.12641757,West Cambridge
Buggs,Staffordshire Terrier,"(42.38770515, -71.1438074)",-71.1438074,-71.1438074,Cambridge Highlands
Cooper,Tibetan Terrier,"(42.37878581, -71.13985424)",-71.13985424,-71.13985424,West Cambridge
Minnie,Mix,"(42.35641319, -71.10849466)",-71.10849466,-71.10849466,Cambridgeport
Charley,Lab Chow Mix,"(42.3637471, -71.09896888)",-71.09896888,-71.09896888,The Port
Lucy,English Bulldog,"(42.36718688, -71.07808499)",-71.07808499,-71.07808499,East Cambridge
Milo,Lab Mix,"(42.38105927, -71.11968407)",-71.11968407,-71.11968407,Neighborhood Nine
Rascal,Labrador Retriever,"(42.36989911, -71.10870906)",-71.10870906,-71.10870906,Mid-Cambridge
Jax,Shiba Inu,"(42.35877679, -71.10601815)",-71.10601815,-71.10601815,Cambridgeport
Griffin,Lhasa Apso,"(42.38923102, -71.13177142)",-71.13177142,-71.13177142,North Cambridge
Tash,Labrador Retriever,"(42.37811446, -71.13754101)",-71.13754101,-71.13754101,West Cambridge
Alice,Pointer Mix,"(42.37326598, -71.13775565)",-71.13775565,-71.13775565,West Cambridge
Watson,Terrier,"(42.37738112, -71.14526987)",-71.14526987,-71.14526987,West Cambridge
Ricky,Pomeranian,"(42.36387876, -71.09233196)",-71.09233196,-71.09233196,The Port
Mimi,Portugese Water Dog,"(42.38592891, -71.1268467)",-71.1268467,-71.1268467,Neighborhood Nine
Lilly,Terrier Mix,"(42.39651192, -71.13164322)",-71.13164322,-71.13164322,North Cambridge
Moxie,Labradoddle,"(42.36308083, -71.11125693)",-71.11125693,-71.11125693,Cambridgeport
C.J.,Doberman,"(42.3956552, -71.13062807)",-71.13062807,-71.13062807,North Cambridge
Sassy,Cava Poo,"(42.39783632, -71.13477418)",-71.13477418,-71.13477418,North Cambridge
Mack,Border Terrier,"(42.38009917, -71.11019303)",-71.11019303,-71.11019303,Agassiz
Sunny,Labradoddle,"(42.38098047, -71.13594859)",-71.13594859,-71.13594859,West Cambridge
Circe,Basenji,"(42.38107424, -71.13006387)",-71.13006387,-71.13006387,Neighborhood Nine
Bella,Toy Poodle,"(42.39167556, -71.12177412)",-71.12177412,-71.12177412,North Cambridge
Mackie,Poodle,"(42.37375678, -71.12936101)",-71.12936101,-71.12936101,West Cambridge
Lilly,Maltese,"(42.37091847, -71.07028853)",-71.07028853,-71.07028853,East Cambridge
Leon,Labrador Retriever,"(42.38765776, -71.11826134)",-71.11826134,-71.11826134,Agassiz
Shadow,Labrador Retriever,"(42.36944708, -71.07007468)",-71.07007468,-71.07007468,East Cambridge
Ginger,Cocka Poo,"(42.35970161, -71.10104706)",-71.10104706,-71.10104706,Cambridgeport
Lobito,Siberian Husky,"(42.36966652, -71.08203811)",-71.08203811,-71.08203811,East Cambridge
Tucker,Plott Hound,"(42.38371921, -71.12913156)",-71.12913156,-71.12913156,Neighborhood Nine
Lilly,Shih Tzu,"(42.36926923, -71.08597425)",-71.08597425,-71.08597425,East Cambridge
Ollie,Pug,"(42.39745778, -71.13116592)",-71.13116592,-71.13116592,North Cambridge
Jesse Jo,Hound Mix,"(42.35784944, -71.1107643)",-71.1107643,-71.1107643,Cambridgeport
Dahlia,Labrador Retriever,"(42.37438311, -71.14899017)",-71.14899017,-71.14899017,Strawberry Hill
Brady,Beagle,"(42.39285718, -71.13512628)",-71.13512628,-71.13512628,North Cambridge
Bogey,Australian Shepherd,"(42.37148267, -71.09888452)",-71.09888452,-71.09888452,The Port
Krinkle,Maltese,"(42.36076676, -71.11141089)",-71.11141089,-71.11141089,Cambridgeport
Bella,Maltese,"(42.36026052, -71.112801)",-71.112801,-71.112801,Cambridgeport
Shemish Molly,Mix - Small Breed,"(42.38356854, -71.12514813)",-71.12514813,-71.12514813,Neighborhood Nine
Shanti,Pit Bull,"(42.38881768, -71.13308985)",-71.13308985,-71.13308985,Neighborhood Nine
Chingo,American Hairless Terrier,"(42.36439355, -71.09018055)",-71.09018055,-71.09018055,Area 2/MIT
Daisy,Pit Bull,"(42.3744826, -71.08915716)",-71.08915716,-71.08915716,Wellington-Harrington
Fiona Goebel,Australian Labadoodle,"(42.38049538, -71.12769204)",-71.12769204,-71.12769204,West Cambridge
Odie,Mix,"(42.36051921, -71.10574332)",-71.10574332,-71.10574332,Cambridgeport
Fern,Shar Pei,"(42.36829714, -71.07757921)",-71.07757921,-71.07757921,East Cambridge
Tashi,Bhutan Mastiff,"(42.37151936, -71.08014302)",-71.08014302,-71.08014302,East Cambridge
Mel,Maltipoo,"(42.39543059, -71.15822904)",-71.15822904,-71.15822904,Cambridge Highlands
Lucy,Golden Retriever,"(42.38147532, -71.13169349)",-71.13169349,-71.13169349,West Cambridge
Corbet,Klee Kai,"(42.37612824, -71.1257724)",-71.1257724,-71.1257724,West Cambridge
Pepper,Chihuahua,"(42.40202034, -71.13392444)",-71.13392444,-71.13392444,North Cambridge
Guthrey,,"(42.37346046, -71.09902648)",-71.09902648,-71.09902648,The Port
Coco,Boxer,"(42.37198999, -71.10090429)",-71.10090429,-71.10090429,Mid-Cambridge
Sadie,Labrador Retriever,"(42.37895741, -71.14084008)",-71.14084008,-71.14084008,West Cambridge
Tucker,Terrier,"(42.36966896, -71.09008245)",-71.09008245,-71.09008245,Wellington-Harrington
Arya,Poodle,"(42.39588276, -71.13458843)",-71.13458843,-71.13458843,North Cambridge
Jake,Hound,"(42.36267882, -71.10497969)",-71.10497969,-71.10497969,Cambridgeport
Louie,Yorksire Terrier,"(42.40051955, -71.15345782)",-71.15345782,-71.15345782,North Cambridge
Sammy Bartsch,Cattledog Mix,"(42.36939456, -71.10141631)",-71.10141631,-71.10141631,Mid-Cambridge
Moe,Spaniel,"(42.36958289, -71.08141189)",-71.08141189,-71.08141189,East Cambridge
Finn,Flat Coat Retr Mix,"(42.36122541, -71.11053533)",-71.11053533,-71.11053533,Cambridgeport
Chloe,Pug,"(42.39572391, -71.13577549)",-71.13577549,-71.13577549,North Cambridge
Teddy,Puggle,"(42.37007319, -71.08167105)",-71.08167105,-71.08167105,East Cambridge
Toaster,Miniature Schnauzer,"(42.3807189, -71.14201599)",-71.14201599,-71.14201599,West Cambridge
Zoey,Maltipoo,"(42.37413308, -71.14214946)",-71.14214946,-71.14214946,West Cambridge
Sawyer,German Shepherd,"(42.3554747, -71.1081596)",-71.1081596,-71.1081596,Cambridgeport
Lucy,Jack Russell Terrier,"(42.36766983, -71.11029568)",-71.11029568,-71.11029568,Mid-Cambridge
Addie,Golden Retriever,"(42.37710244, -71.12630284)",-71.12630284,-71.12630284,West Cambridge
Shelly,Mini Aussie Shepherd,"(42.37344086, -71.15327568)",-71.15327568,-71.15327568,Strawberry Hill
Max,Golden Retriever,"(42.36196296, -71.10528417)",-71.10528417,-71.10528417,Cambridgeport
Teeko,Beagle,"(42.38475349, -71.13194685)",-71.13194685,-71.13194685,Neighborhood Nine
Keeper,Portuguese Water Dog,"(42.37857236, -71.10750688)",-71.10750688,-71.10750688,Mid-Cambridge
Winnie,Labradoddle,"(42.37880296, -71.13906553)",-71.13906553,-71.13906553,West Cambridge
Oliver,Maltese,"(42.39016071, -71.14632081)",-71.14632081,-71.14632081,Cambridge Highlands
Chloe,German Shepherd Mix,"(42.35649435, -71.11227572)",-71.11227572,-71.11227572,Cambridgeport
Muddy,Portuguese Water Dog,"(42.36269339, -71.10705225)",-71.10705225,-71.10705225,Cambridgeport
Sofi,Bouvier Des Flanders,"(42.36012078, -71.1123976)",-71.1123976,-71.1123976,Cambridgeport
Scout,Golden Retriever,"(42.3649396, -71.08224364)",-71.08224364,-71.08224364,East Cambridge
Sadie,Jack Russell Terrier,"(42.38370937, -71.12647021)",-71.12647021,-71.12647021,Neighborhood Nine
Sassy,Border Collie,"(42.36177443, -71.10901301)",-71.10901301,-71.10901301,Cambridgeport
Dakota,French Bulldog,"(42.37294502, -71.07440091)",-71.07440091,-71.07440091,East Cambridge
Alvin,Golden Doodle Mix,"(42.38648921, -71.13129572)",-71.13129572,-71.13129572,Neighborhood Nine
Winston,Boston Terrier,"(42.40185798, -71.15320707)",-71.15320707,-71.15320707,North Cambridge
Bella,Chihuahua,"(42.387626, -71.13126773)",-71.13126773,-71.13126773,Neighborhood Nine
Moose,Labrador Retriever,"(42.3706006, -71.10713301)",-71.10713301,-71.10713301,Mid-Cambridge
Bertie,Bichon Frise,"(42.38462576, -71.1255197)",-71.1255197,-71.1255197,Neighborhood Nine
Olive,Jack Russel Terr,"(42.37859193, -71.15392583)",-71.15392583,-71.15392583,Strawberry Hill
Cooper,Shetland Sheepdog,"(42.37696361, -71.14819687)",-71.14819687,-71.14819687,West Cambridge
Sawyer,Border Collie,"(42.37732284, -71.10857636)",-71.10857636,-71.10857636,Mid-Cambridge
Zelda,Jack Russell Terrier,"(42.37394435, -71.14314175)",-71.14314175,-71.14314175,West Cambridge
Farley,Springer Spaniel,"(42.38390374, -71.1322802)",-71.1322802,-71.1322802,West Cambridge
Riley,Labrador Retriever,"(42.370248, -71.09465152)",-71.09465152,-71.09465152,Wellington-Harrington
Sugar,Jack Russell Terrier,"(42.38234281, -71.14234791)",-71.14234791,-71.14234791,West Cambridge
Wylie,Yorksire Terrier,"(42.37043494, -71.08028482)",-71.08028482,-71.08028482,East Cambridge
Venus,Siberian Husky,"(42.38552609, -71.12780264)",-71.12780264,-71.12780264,Neighborhood Nine
Whitney,Lab Coonhound Mix,"(42.35936974, -71.10668636)",-71.10668636,-71.10668636,Cambridgeport
Lex,Pomeranian Mix,"(42.36611449, -71.07759424)",-71.07759424,-71.07759424,East Cambridge
Zsu Zsa,Belgian Tervuren,"(42.37453582, -71.09118578)",-71.09118578,-71.09118578,Wellington-Harrington
Bella Benson,Lab,"(42.38360455, -71.13178863)",-71.13178863,-71.13178863,Neighborhood Nine
Eddie,Dachshund Mix,"(42.38200405, -71.12903088)",-71.12903088,-71.12903088,Neighborhood Nine
Rose,Labrador Retriever,"(42.36421459, -71.11125877)",-71.11125877,-71.11125877,Riverside
Lily,Shih Tzu,"(42.3824597, -71.11707804)",-71.11707804,-71.11707804,Agassiz
Barnaby,French Bulldog,"(42.37553071, -71.10467654)",-71.10467654,-71.10467654,Mid-Cambridge
Philo,Poodle,"(42.37463297, -71.12838435)",-71.12838435,-71.12838435,West Cambridge
Violet,Sato,"(42.36102752, -71.11201381)",-71.11201381,-71.11201381,Cambridgeport
Bagel,French Bulldog,"(42.37066671, -71.07499175)",-71.07499175,-71.07499175,East Cambridge
Kisha,Shetland Sheepdog,"(42.36712317, -71.11069184)",-71.11069184,-71.11069184,Riverside
Charlie,Golden Doodle,"(42.37931313, -71.11536466)",-71.11536466,-71.11536466,Agassiz
Portia,Mastiff,"(42.37607731, -71.12955955)",-71.12955955,-71.12955955,West Cambridge
Mazy,English Bulldog,"(42.35411292, -71.10857112)",-71.10857112,-71.10857112,Cambridgeport
Hamza,Samoyed,"(42.38377386, -71.12569639)",-71.12569639,-71.12569639,Neighborhood Nine
Noah,Mix,"(42.38398884, -71.15776716)",-71.15776716,-71.15776716,NA
Brutus,Rhodesian Ridgeback,"(42.37218191, -71.10797717)",-71.10797717,-71.10797717,Mid-Cambridge
George,Saluki-Mix,"(42.38560686, -71.14038377)",-71.14038377,-71.14038377,Neighborhood Nine
William,Airedale,"(42.3773488, -71.1500302)",-71.1500302,-71.1500302,Strawberry Hill
Fozzie,Chesapeake Bay Retriever,"(42.3792283, -71.10907458)",-71.10907458,-71.10907458,Mid-Cambridge
Haddie,Manchester Terrier,"(42.38456671, -71.11810012)",-71.11810012,-71.11810012,Neighborhood Nine
Niki,Canaan Dog,"(42.35865491, -71.11390612)",-71.11390612,-71.11390612,Cambridgeport
Anita,Beagle,"(42.37105985, -71.09609664)",-71.09609664,-71.09609664,Wellington-Harrington
Carmelo,Vizsla,"(42.38030928, -71.13980556)",-71.13980556,-71.13980556,West Cambridge
Nicky,Dachschund,"(42.39327836, -71.13072894)",-71.13072894,-71.13072894,North Cambridge
Maysie,Portuguese Water Dog,"(42.38329894, -71.13809477)",-71.13809477,-71.13809477,West Cambridge
Bridger,German Wirehaired Pointer,"(42.39627548, -71.13681546)",-71.13681546,-71.13681546,North Cambridge
Lila,Labrador Retriever,"(42.39309084, -71.13465639)",-71.13465639,-71.13465639,North Cambridge
Emmylou,Poodle,"(42.39118951, -71.12797906)",-71.12797906,-71.12797906,North Cambridge
Charlie,Hound,"(42.39730127, -71.1328136)",-71.1328136,-71.1328136,North Cambridge
Nikki,Shih Tzu,"(42.36576294, -71.11081313)",-71.11081313,-71.11081313,Riverside
Shirley,Terrier,"(42.35712636, -71.10713778)",-71.10713778,-71.10713778,Cambridgeport
Squigee,Cockerpoo,"(42.38604896, -71.12577304)",-71.12577304,-71.12577304,Neighborhood Nine
Kali,German Shepherd,"(42.37530418, -71.11027246)",-71.11027246,-71.11027246,Mid-Cambridge
Django,Mixed Breed,"(42.36123822, -71.11010136)",-71.11010136,-71.11010136,Cambridgeport
Lucy,Dalmation,"(42.37479042, -71.11981491)",-71.11981491,-71.11981491,West Cambridge
Wilson,Pit Bull,"(42.37156277, -71.09276865)",-71.09276865,-71.09276865,Wellington-Harrington
Daisy,Terrier,"(42.38557322, -71.1226302)",-71.1226302,-71.1226302,Neighborhood Nine
Jake,Terrier Mix,"(42.36810055, -71.08509446)",-71.08509446,-71.08509446,East Cambridge
Chester,Border Terrier,"(42.38026838, -71.13971386)",-71.13971386,-71.13971386,West Cambridge
Pippi,Welsh Terrier,"(42.36671418, -71.08573226)",-71.08573226,-71.08573226,East Cambridge
Phoebe,Affenpinscher,"(42.39355076, -71.12432866)",-71.12432866,-71.12432866,North Cambridge
Sadie,Labradoddle,"(42.38082228, -71.14087114)",-71.14087114,-71.14087114,West Cambridge
Luna,English Labrador Retriever,"(42.38954536, -71.11893339)",-71.11893339,-71.11893339,Neighborhood Nine
Jake,Terrier,"(42.39590108, -71.15403524)",-71.15403524,-71.15403524,Cambridge Highlands
Penelope,Golden Doodle,"(42.3688305, -71.07255061)",-71.07255061,-71.07255061,East Cambridge
Shadow,Mix,"(42.36066889, -71.11027792)",-71.11027792,-71.11027792,Cambridgeport
Cookie,Yorksire Terrier,"(42.35765059, -71.1100589)",-71.1100589,-71.1100589,Cambridgeport
Pedro,Beagle,"(42.39261904, -71.12914204)",-71.12914204,-71.12914204,North Cambridge
Dylan,Golden Retriever,"(42.37062843, -71.08894841)",-71.08894841,-71.08894841,East Cambridge
Cleo,Labrador Retriever,"(42.37954339, -71.14194802)",-71.14194802,-71.14194802,West Cambridge
Jacob,Havanese,"(42.39366186, -71.13329897)",-71.13329897,-71.13329897,North Cambridge
Mango,Golden Retriever,"(42.39191421, -71.13798751)",-71.13798751,-71.13798751,Neighborhood Nine
Ben,Border Collie,"(42.37066695, -71.0832425)",-71.0832425,-71.0832425,East Cambridge
Chi Chi,Chihuahua,"(42.36719622, -71.09513133)",-71.09513133,-71.09513133,The Port
Stanley,Hound,"(42.36703329, -71.11192666)",-71.11192666,-71.11192666,Riverside
Kai,Minature Poodle,"(42.39666793, -71.14645161)",-71.14645161,-71.14645161,North Cambridge
Spenser,German Shepherd,"(42.37972698, -71.13648276)",-71.13648276,-71.13648276,West Cambridge
Elfie,Labrador Retriever,"(42.38141878, -71.14292014)",-71.14292014,-71.14292014,West Cambridge
Lady,Poodle,"(42.38318553, -71.11675505)",-71.11675505,-71.11675505,Agassiz
Shuba,German Shepherd,"(42.3922482, -71.1320246)",-71.1320246,-71.1320246,North Cambridge
Akuma,Puggle,"(42.37018725, -71.08567667)",-71.08567667,-71.08567667,East Cambridge
Toby,Rat Terrier,"(42.37053205, -71.10619252)",-71.10619252,-71.10619252,Mid-Cambridge
Spice,Terr. Mix,"(42.39162952, -71.12293893)",-71.12293893,-71.12293893,NA
Luc,Poodle,"(42.36909888, -71.09444062)",-71.09444062,-71.09444062,The Port
Annie,Coonhound,"(42.38245918, -71.14021216)",-71.14021216,-71.14021216,West Cambridge
Jacko,Basenji,"(42.35804594, -71.10856895)",-71.10856895,-71.10856895,Cambridgeport
Cortez,Pomeranian,"(42.37329055, -71.10473413)",-71.10473413,-71.10473413,Mid-Cambridge
Odie,Beagle,"(42.37271815, -71.0983647)",-71.0983647,-71.0983647,Wellington-Harrington
Watson,Pembr Welsh Corgi,"(42.38478124, -71.11505998)",-71.11505998,-71.11505998,Agassiz
June,Labrador Retriever,"(42.36246612, -71.10763953)",-71.10763953,-71.10763953,Riverside
Spike,Shih Tzu,"(42.36732142, -71.09928893)",-71.09928893,-71.09928893,The Port
Wally,Golden Retriever,"(42.38007684, -71.13877956)",-71.13877956,-71.13877956,West Cambridge
Mara,Yorkiepoo,"(42.36302682, -71.10594091)",-71.10594091,-71.10594091,Riverside
Tula,Labrabor Retriever,"(42.38619435, -71.1585162)",-71.1585162,-71.1585162,NA
Maxx,Maltipoo,"(42.36682309, -71.10195377)",-71.10195377,-71.10195377,Mid-Cambridge
Mars,Pug,"(42.36923138, -71.09396836)",-71.09396836,-71.09396836,Wellington-Harrington
Bruce,Corgi,"(42.3614376, -71.08642015)",-71.08642015,-71.08642015,Area 2/MIT
Chunk,Rhodesian Ridgeback,"(42.39001679, -71.12560893)",-71.12560893,-71.12560893,Neighborhood Nine
Pepe,Dachshund,"(42.37642475, -71.147836)",-71.147836,-71.147836,West Cambridge
Nina,Silky Terrier,"(42.39338345, -71.12774483)",-71.12774483,-71.12774483,North Cambridge
Jake,Labrador Retriever,"(42.39424345, -71.12748876)",-71.12748876,-71.12748876,North Cambridge
Bitsy,Chihuahua,"(42.39620535, -71.14888273)",-71.14888273,-71.14888273,North Cambridge
Lola,Pug Mix,"(42.39489391, -71.13369413)",-71.13369413,-71.13369413,North Cambridge
Callie,Beagle Mix,"(42.36789405, -71.11494405)",-71.11494405,-71.11494405,Riverside
Roxy,Hound Mix,"(42.37082543, -71.07879169)",-71.07879169,-71.07879169,East Cambridge
Moose,Australian Shephard,"(42.37841876, -71.15485819)",-71.15485819,-71.15485819,Strawberry Hill
Riley,Lab Mix,"(42.37251881, -71.09897546)",-71.09897546,-71.09897546,Wellington-Harrington
Ajax,Pointer,"(42.38208332, -71.12233581)",-71.12233581,-71.12233581,Neighborhood Nine
Daisy,Mini Labradoodle,"(42.38392018, -71.12089208)",-71.12089208,-71.12089208,Neighborhood Nine
Romeo,Yorkshire Terrier,"(42.3671382, -71.09261674)",-71.09261674,-71.09261674,Wellington-Harrington
Madra,Poodle/Schnauzer,"(42.39418927, -71.14658504)",-71.14658504,-71.14658504,North Cambridge
Zoey,Golden Doodle,"(42.37091253, -71.10493072)",-71.10493072,-71.10493072,Mid-Cambridge
Obie,Labrador Retriever,"(42.37617927, -71.12541324)",-71.12541324,-71.12541324,West Cambridge
Poppy,Black Lab,"(42.36863988, -71.07244219)",-71.07244219,-71.07244219,East Cambridge
Buddha,Chihuahua,"(42.38516714, -71.13844955)",-71.13844955,-71.13844955,West Cambridge
Nico,Flat Coat Retr/Mix,"(42.37417946, -71.1371975)",-71.1371975,-71.1371975,West Cambridge
Lilly,Tibetan Terrier,"(42.3824773, -71.12041627)",-71.12041627,-71.12041627,Agassiz
Kipper,Rat Terrier,"(42.3736411, -71.07291351)",-71.07291351,-71.07291351,East Cambridge
Bruce,Chihuahua,"(42.37875948, -71.1473655)",-71.1473655,-71.1473655,West Cambridge
Lucy,Portuguese Water Dog,"(42.37515021, -71.13614753)",-71.13614753,-71.13614753,West Cambridge
Hemingway,Vizsla,"(42.36892244, -71.09186725)",-71.09186725,-71.09186725,Wellington-Harrington
Razzie,Labrador Retriever,"(42.36118711, -71.10696655)",-71.10696655,-71.10696655,Cambridgeport
Riley,Akita/Shepard Mix,"(42.36869096, -71.08493258)",-71.08493258,-71.08493258,East Cambridge
Willoughby,Tibetan Terrier,"(42.37907656, -71.14023091)",-71.14023091,-71.14023091,West Cambridge
Mila,German Shepherd,"(42.36501211, -71.10526998)",-71.10526998,-71.10526998,Cambridgeport
Franny,Shep Mix,"(42.38756346, -71.12196303)",-71.12196303,-71.12196303,Neighborhood Nine
Piper,Labrador Retriever,"(42.38268116, -71.12595002)",-71.12595002,-71.12595002,Neighborhood Nine
Achilles,Mix,"(42.36717045, -71.1025262)",-71.1025262,-71.1025262,The Port
Lucy,Mix,"(42.37910504, -71.11750174)",-71.11750174,-71.11750174,Agassiz
Auri,Whippet,"(42.36014272, -71.10370418)",-71.10370418,-71.10370418,Cambridgeport
Ali,Maltese,"(42.38487827, -71.1148283)",-71.1148283,-71.1148283,Agassiz
Rosie,Black Lab Mix,"(42.36197725, -71.10431078)",-71.10431078,-71.10431078,Cambridgeport
Lina,Miniature Poodle,"(42.38314297, -71.13372019)",-71.13372019,-71.13372019,West Cambridge
Katie,Corgi,"(42.37121811, -71.10024302)",-71.10024302,-71.10024302,Wellington-Harrington
Axel,,"(42.40251737, -71.15254484)",-71.15254484,-71.15254484,North Cambridge
Milo,Cocker Spaniel,"(42.39665845, -71.14643663)",-71.14643663,-71.14643663,North Cambridge
Muffin,Yorkie Poo,"(42.37544826, -71.13309903)",-71.13309903,-71.13309903,West Cambridge
Rizzo,Greyhound,"(42.38362524, -71.13026068)",-71.13026068,-71.13026068,Neighborhood Nine
Carino,Terrier Mix,"(42.3676435, -71.10919426)",-71.10919426,-71.10919426,Riverside
Emmit,Poodle,"(42.37693119, -71.15075086)",-71.15075086,-71.15075086,Strawberry Hill
Misha,Poodle,"(42.38042322, -71.11933133)",-71.11933133,-71.11933133,Agassiz
Jethro,Cavalier King Charles Spaniel,"(42.40041763, -71.13406796)",-71.13406796,-71.13406796,North Cambridge
Maizie,Cocker Spaniel,"(42.3627126, -71.10639247)",-71.10639247,-71.10639247,Cambridgeport
Diesel,English Bulldog,"(42.37475251, -71.09714241)",-71.09714241,-71.09714241,Wellington-Harrington
Emma,Cavachon,"(42.36949007, -71.08984045)",-71.08984045,-71.08984045,Wellington-Harrington
Otto,Labradoodle,"(42.37201596, -71.10363183)",-71.10363183,-71.10363183,Mid-Cambridge
Buddy,Pug Chihuahua,"(42.40061174, -71.12991421)",-71.12991421,-71.12991421,North Cambridge
Sani,Soft Coated Wheaten Terrier,"(42.36239956, -71.10441585)",-71.10441585,-71.10441585,Cambridgeport
Champ,Boxer Mix,"(42.35566147, -71.10759654)",-71.10759654,-71.10759654,Cambridgeport
Lucy,Jack Russel Terrier,"(42.39419736, -71.14117387)",-71.14117387,-71.14117387,North Cambridge
Bayou,Catahoula,"(42.37647161, -71.12346077)",-71.12346077,-71.12346077,West Cambridge
Rozzie,Australian Heeler,"(42.38890845, -71.14552455)",-71.14552455,-71.14552455,Cambridge Highlands
